Itga4,Itga7,Egfr,Flt1,Mxd1,Cbl,Ksr1,Vangl2,Cblb,Rabif,Tomm34,Cd2ap,Vangl1,Mlx,Tomm40l,Ppp2r1b,Dvl3,Smarce1,Ets2,Smarca4,Dvl1,Axin1,Dvl2,Sh3kbp1,Pdgfrb,Itga5,Ddx6,Nfkb2,Fxr2,Crk,Smarcb1,Trim8,Cdkn1a,Poldip3,Ccnd1,Col4a1,Fam120a,Trap1,Sec61a1,Itgb5,Tomm40,Myc,Pdia4,Igfbp4,Ctnna1,Vat1,Zfp36l1,Slc25a1,Eif3b,Trim28,Ppp2ca,Itgb1,Cyr61,Pdia3,Serpinh1,Fbln2,Eif4b,Psat1,Col1a1,Bgn
1,5,0,0,13,19,0,5,2,2,10,13,9,19,13,10,37,9,9,8,26,14,50,12,18,91,36,21,91,15,20,74,47,32,16,51,30,100,17,4,25,26,,,,18,41,177,41,111,69,121,176,236,226,86,171,197,417,464
0,5,0,0,11,7,0,5,4,4,6,14,3,15,8,10,30,5,5,6,15,10,27,11,10,61,28,10,63,13,23,76,27,23,14,26,26,72,11,7,32,27,,,,17,22,92,43,58,57,74,116,100,149,73,90,153,218,282
2,2,0,0,10,5,6,10,1,13,10,6,5,19,9,15,19,7,6,8,13,14,19,9,13,46,27,10,44,14,12,5,9,25,8,159,29,41,8,8,62,53,,,,73,21,16,35,44,34,66,58,15,75,45,38,168,142,77
0,1,1,2,19,26,4,8,4,11,17,13,26,16,21,31,52,9,1,12,44,19,62,20,20,99,40,35,72,29,33,9,19,43,78,95,65,69,25,14,34,54,,,,248,34,6,55,115,144,107,152,7,88,162,87,352,374,131
0,3,0,0,16,5,3,7,2,4,12,7,8,12,6,8,37,9,12,3,33,15,15,8,32,55,36,15,30,15,17,0,15,33,208,102,38,80,16,9,53,30,,,,38,6,35,22,64,85,157,80,86,95,66,171,138,340,230
0,1,0,1,9,3,3,1,3,4,9,11,4,5,3,11,14,10,7,3,5,11,10,5,8,22,36,4,16,9,6,17,23,26,73,67,18,28,9,1,63,32,,,,10,5,25,10,43,45,72,50,20,49,58,38,91,163,131
0,3,0,0,13,13,2,15,3,7,17,16,3,17,17,12,19,12,3,6,18,11,56,17,14,66,49,52,53,12,20,101,34,30,64,24,49,63,24,0,20,34,,,,69,38,51,30,43,59,81,160,120,159,83,213,105,458,431
0,0,0,3,14,6,5,11,4,9,12,15,4,18,12,12,37,14,2,15,33,12,56,17,30,66,42,32,32,17,14,12,36,26,61,36,43,98,22,23,87,43,,,,38,20,31,15,64,107,123,194,71,152,107,286,77,555,603
0,2,1,1,39,14,2,28,6,6,24,12,1,24,12,23,55,17,8,8,33,14,65,21,7,93,237,6,103,35,11,101,30,21,72,46,33,185,17,16,81,98,,,,52,12,42,23,136,114,286,158,490,195,98,332,54,423,503
0,2,2,1,34,17,3,21,5,5,19,20,5,22,10,23,35,9,9,10,27,14,58,15,3,83,189,8,121,25,13,96,25,38,60,221,28,159,18,4,83,30,,,,47,16,39,31,139,93,274,148,493,167,64,306,41,404,505
1,4,0,0,17,8,3,21,3,9,18,6,6,13,12,15,24,9,7,8,22,20,36,14,25,47,42,42,51,13,21,20,16,21,15,11,49,92,10,11,49,37,,,,54,10,28,65,52,40,195,107,54,136,59,120,171,308,145
0,3,0,3,17,19,5,23,2,8,29,16,6,25,9,11,44,11,12,16,26,17,67,19,15,62,45,14,58,21,28,38,42,33,38,104,58,132,28,13,85,49,,,,82,60,28,36,94,115,199,176,119,136,150,140,311,198,330
0,4,0,3,12,10,9,18,3,9,19,9,17,11,6,14,32,11,20,7,22,10,27,11,9,50,27,11,59,11,10,37,25,57,277,43,42,66,11,32,5,19,,,,93,7,43,23,72,52,149,122,20,128,103,78,153,314,242
3,4,0,1,15,8,6,12,7,11,23,11,6,26,12,23,27,15,6,14,24,16,45,16,35,60,99,22,66,22,16,16,21,25,55,49,48,102,17,24,33,24,,,,78,31,14,39,68,54,172,133,49,171,105,116,175,301,272
3,11,2,2,8,26,4,12,4,7,30,22,4,32,7,22,56,14,10,17,20,19,98,23,9,77,158,38,73,28,25,14,29,21,29,55,68,71,24,20,75,25,,,,144,24,8,51,77,99,111,73,101,102,121,93,194,268,219
0,1,0,0,4,1,3,13,2,4,10,4,10,12,3,12,12,8,9,7,6,9,38,12,26,28,96,10,34,7,16,93,21,26,138,60,30,83,7,21,48,47,,,,49,10,15,23,48,43,153,121,12,146,51,70,91,282,306
3,1,1,0,6,14,0,17,1,1,16,7,1,9,3,16,23,3,6,10,17,13,27,6,6,52,13,8,38,14,14,13,22,59,142,82,48,43,12,2,27,26,,,,66,10,0,44,52,31,82,59,67,41,78,33,160,120,18
2,2,2,0,9,17,0,23,0,5,18,5,6,11,13,20,31,12,7,19,22,17,30,10,5,58,15,26,39,13,26,19,16,34,40,32,70,34,13,5,31,29,,,,85,14,2,81,49,46,70,54,8,54,102,29,232,99,11
1,0,2,0,8,4,1,5,0,4,9,6,7,6,9,11,19,3,5,8,14,10,33,7,10,32,34,10,31,12,11,6,10,25,76,78,36,36,8,9,65,32,,,,85,2,5,30,46,32,96,67,18,69,59,26,132,143,42
0,2,0,0,11,11,4,28,5,12,18,23,4,18,16,22,34,16,8,15,28,15,55,15,12,46,41,30,39,21,14,94,32,39,57,31,57,80,19,11,28,44,,,,71,30,12,27,79,97,135,108,116,101,87,96,238,375,147
0,4,1,5,14,14,8,28,3,11,20,16,5,11,13,10,28,14,5,12,35,13,50,22,15,60,176,37,53,21,6,74,28,66,185,93,40,78,22,10,109,51,,,,89,16,16,18,57,74,176,123,174,97,82,128,183,338,310
0,6,1,1,29,31,6,17,6,12,41,10,5,26,14,24,48,31,1,16,47,24,80,23,13,83,89,28,68,39,25,10,54,51,83,172,60,154,26,3,28,26,,,,105,39,56,49,108,132,224,234,377,184,113,226,182,270,619
0,2,0,7,14,22,2,19,11,11,35,20,4,23,5,18,44,15,2,11,35,20,78,24,12,63,35,32,79,22,24,16,24,22,11,51,53,156,30,20,32,31,,,,67,38,21,54,99,113,256,258,102,224,65,185,285,263,537
0,1,0,3,8,12,1,9,0,2,14,12,8,13,9,23,43,6,4,9,12,16,49,11,3,51,38,14,47,18,15,19,22,30,203,61,50,91,17,2,42,49,,,,57,8,14,24,94,75,188,106,92,118,96,95,243,239,184
0,1,0,2,15,21,1,11,2,4,23,9,2,23,11,22,38,11,10,8,28,16,35,6,4,63,70,14,70,21,15,12,43,24,222,39,49,111,17,3,12,19,,,,44,6,17,42,90,88,195,148,108,121,111,124,190,229,260
1,0,2,0,13,9,4,30,4,9,19,10,9,12,8,18,35,15,12,10,20,15,54,10,24,46,108,12,56,12,9,13,15,25,250,11,47,82,8,28,78,26,,,,108,9,8,27,60,35,136,124,70,152,66,98,116,246,298
3,2,1,2,14,32,8,21,0,10,32,19,7,22,10,13,63,20,12,14,50,19,92,29,13,66,142,41,56,40,28,46,55,28,219,4,79,102,44,9,24,31,,,,118,72,25,64,91,103,226,157,473,175,165,101,465,502,235
0,1,0,0,5,6,0,4,2,3,9,6,7,8,9,11,20,5,2,8,18,19,23,11,14,35,17,13,32,10,14,17,11,24,42,9,19,18,13,14,56,47,,,,23,18,12,22,39,30,59,71,36,55,73,21,64,87,81
3,1,0,2,14,15,4,20,7,13,23,13,10,23,12,19,33,12,8,13,29,13,55,14,9,44,18,10,42,23,23,98,15,23,64,39,44,80,23,16,12,13,,,,76,48,22,35,97,73,135,161,28,129,94,60,228,158,235
0,0,0,4,17,34,4,40,4,7,25,25,4,19,12,20,45,31,9,18,32,11,69,31,14,79,238,22,76,41,25,13,28,34,36,60,61,184,37,7,41,53,,,,114,70,8,36,116,138,201,270,466,224,113,160,164,620,462
0,5,1,2,9,15,5,18,1,13,17,4,5,14,7,10,16,6,10,10,20,8,35,12,9,48,63,14,43,11,15,18,18,16,19,62,17,89,11,11,33,20,,,,59,36,8,21,41,56,128,143,81,93,58,106,146,283,172
2,3,0,2,13,12,4,21,4,11,20,6,7,11,10,10,24,9,2,5,23,12,27,12,28,36,59,11,42,16,18,21,10,25,56,68,49,105,7,7,23,25,,,,66,38,8,26,48,51,116,145,46,132,106,79,196,270,111
1,4,1,11,24,23,3,29,7,15,37,18,2,36,7,22,43,19,11,12,48,24,52,16,3,76,128,17,88,36,21,15,36,44,77,32,55,167,22,18,16,16,,,,70,23,42,58,91,95,305,252,254,231,101,243,229,331,532
1,5,1,2,14,45,6,12,4,6,26,19,8,22,20,28,47,25,7,11,27,14,121,20,33,57,95,15,65,26,21,15,33,38,137,80,59,102,29,2,31,20,,,,128,42,30,54,116,100,171,167,165,199,146,69,228,322,257
0,0,0,2,11,8,4,15,3,8,17,16,1,19,6,18,37,11,6,7,25,15,39,11,4,65,53,31,57,18,16,2,28,21,57,36,54,80,10,8,21,6,,,,93,15,10,31,71,72,128,83,73,98,93,65,156,183,156
0,0,0,7,18,4,1,20,5,7,30,9,4,16,6,16,27,13,12,12,15,13,49,16,12,47,51,12,16,19,16,14,15,27,137,18,38,102,13,4,68,27,,,,57,18,6,9,55,53,191,111,309,86,64,93,215,150,268
0,0,1,1,9,29,5,24,1,9,25,12,6,12,24,17,40,29,5,12,31,15,64,21,23,50,87,9,47,23,25,68,11,22,54,95,41,42,17,26,42,30,,,,179,60,8,31,88,70,90,103,83,92,87,34,72,236,237
5,7,4,14,22,24,8,30,7,16,38,15,14,30,15,30,56,13,6,19,34,22,73,25,27,73,196,17,79,46,38,43,27,22,36,31,78,198,25,6,38,16,,,,177,34,9,70,116,126,234,281,343,313,111,69,290,429,333
2,5,0,3,13,24,7,22,8,7,34,28,6,26,16,34,62,20,9,18,41,24,46,19,10,86,130,27,76,33,41,112,41,42,70,21,75,110,32,36,59,58,,,,82,26,31,61,102,147,199,144,101,112,146,94,318,423,282
0,0,1,0,10,14,1,2,3,2,14,11,3,8,4,12,35,9,8,8,15,12,33,13,8,40,28,14,28,12,17,16,19,19,90,20,35,20,11,0,18,30,,,,28,5,28,17,47,37,48,55,159,26,97,25,122,88,37
0,1,1,10,17,18,5,6,1,8,20,7,5,11,16,15,44,20,7,8,35,12,91,15,4,81,109,18,57,12,20,80,21,42,95,38,56,118,17,4,12,13,,,,53,26,34,29,78,74,146,189,79,181,134,98,169,270,400
0,4,0,9,12,16,5,16,2,7,22,6,4,16,10,12,45,16,7,13,28,15,49,12,5,54,206,10,69,18,25,1,34,20,65,21,56,148,20,1,59,50,,,,48,19,13,36,74,85,255,251,284,299,77,166,187,514,694
0,5,1,6,12,12,10,8,12,10,42,23,9,27,6,13,37,21,4,8,29,15,50,30,22,104,76,14,54,18,15,72,16,32,28,89,28,110,16,13,22,63,,,,71,16,4,15,85,74,116,224,30,162,114,178,35,624,537
0,1,2,5,18,6,4,5,5,4,29,13,8,28,11,7,30,23,3,8,28,14,28,16,13,66,44,14,42,16,10,55,13,26,33,54,32,86,15,4,63,52,,,,65,8,3,19,57,65,127,208,42,156,87,209,28,553,522
0,3,0,0,6,17,1,4,1,3,9,4,6,6,3,8,30,9,5,4,19,18,28,9,3,44,38,4,20,6,11,90,13,19,41,41,31,29,15,6,61,31,,,,20,8,10,7,34,77,85,68,259,61,117,60,42,169,66
0,0,0,0,12,8,1,9,0,3,20,8,8,7,11,11,33,8,2,9,24,11,44,11,4,36,67,4,10,17,5,57,32,18,31,31,33,54,13,5,61,46,,,,17,15,15,8,49,73,136,122,142,67,116,98,81,253,58
0,1,0,1,4,9,5,8,1,2,16,19,11,11,16,9,25,10,5,4,18,12,38,20,12,44,38,11,31,12,14,11,23,31,11,47,41,12,16,7,26,23,,,,118,33,3,14,55,48,99,49,12,23,67,26,127,94,29
0,0,0,1,11,1,3,9,5,4,15,9,10,12,11,20,33,10,0,8,19,13,19,12,7,36,38,12,13,12,13,2,20,22,14,15,21,84,21,18,57,40,,,,12,9,9,8,59,50,118,76,26,36,89,84,214,183,114
0,2,1,1,16,13,6,22,4,8,35,10,5,18,6,21,34,11,6,15,18,22,62,23,10,59,58,14,40,16,20,10,22,29,8,57,65,78,18,5,85,76,,,,64,39,7,33,66,74,146,110,227,113,69,106,157,347,153
1,2,1,0,11,19,1,11,1,1,24,4,7,18,4,13,37,5,7,18,22,25,62,15,5,40,45,9,42,14,31,23,17,31,218,62,60,89,16,5,48,38,,,,170,22,6,59,59,51,184,138,189,96,90,83,181,229,100
0,0,1,4,18,18,4,19,3,7,27,15,9,16,4,24,41,13,7,15,32,16,63,19,19,68,182,21,52,22,18,4,22,26,17,23,56,135,32,17,87,32,,,,76,28,10,25,77,115,228,178,380,162,114,79,146,453,369
0,1,1,1,10,2,4,15,4,7,9,11,2,7,3,7,24,5,3,7,6,16,27,5,13,24,167,7,21,9,10,23,15,62,94,75,30,62,4,16,64,40,,,,33,9,4,0,42,26,99,71,95,76,47,66,87,293,120
0,6,1,7,11,10,5,17,3,4,25,17,4,27,7,20,32,18,3,12,21,9,36,10,10,59,180,22,62,11,17,1,5,16,40,13,32,126,15,24,35,40,,,,53,6,8,30,62,47,150,172,203,202,94,140,127,546,423
0,1,0,1,16,17,1,21,11,9,33,14,5,27,15,21,42,17,6,16,36,14,68,26,3,76,54,35,48,33,23,45,56,38,37,59,51,117,21,23,29,30,,,,93,44,31,36,87,107,217,173,16,126,77,101,212,184,249
0,2,0,0,12,13,2,15,7,5,24,6,7,19,4,13,21,14,6,10,14,11,22,12,21,28,34,11,29,9,13,3,18,50,88,116,29,100,15,0,47,13,,,,51,21,23,15,53,43,153,154,21,109,66,109,114,167,279
1,2,1,4,10,5,9,19,2,12,17,9,8,10,5,21,26,12,14,5,26,10,33,7,30,51,92,18,38,14,26,4,26,60,119,87,52,59,18,9,12,15,,,,49,11,34,28,52,51,118,88,93,123,112,66,156,264,197
0,0,0,6,15,2,6,12,0,4,8,5,4,9,9,11,27,16,9,9,13,14,14,12,10,36,100,13,15,10,13,22,14,41,103,74,28,69,9,2,33,22,,,,34,3,15,4,55,51,112,132,59,93,53,56,66,238,285
1,6,0,11,10,4,8,17,4,6,14,15,6,15,16,18,39,20,22,23,23,14,32,18,20,65,137,18,59,21,20,22,21,38,48,79,56,109,25,6,84,44,,,,52,5,9,22,96,82,143,169,80,191,120,77,106,312,422
1,3,0,1,4,6,8,8,2,7,4,8,12,10,6,9,36,13,4,14,18,12,27,10,22,56,11,23,36,7,18,42,9,46,190,22,33,15,7,19,46,54,,,,17,7,26,13,71,64,68,59,3,89,87,31,74,337,317
1,0,0,3,8,15,5,27,7,12,28,18,3,27,12,11,50,20,9,13,33,6,49,31,13,64,35,16,44,32,16,8,17,23,41,48,47,94,26,16,33,19,,,,94,37,9,20,98,106,193,163,69,94,100,108,299,172,126
0,3,0,0,8,9,4,9,2,10,12,8,3,10,14,14,28,10,5,6,12,10,42,12,16,46,51,15,23,9,18,3,16,36,65,60,26,44,15,3,48,56,,,,67,20,31,18,47,36,110,109,97,148,70,87,109,265,241
1,2,0,0,5,5,3,21,2,5,16,4,8,13,8,3,20,11,4,5,10,6,43,18,10,40,76,7,38,10,10,6,18,47,23,153,32,48,13,2,85,64,,,,73,18,9,24,43,30,105,86,69,96,55,81,96,223,263
0,4,1,0,11,12,7,33,6,8,21,9,4,14,10,7,19,10,6,6,13,11,20,11,12,37,24,6,32,14,9,2,9,37,26,61,31,45,16,3,45,24,,,,22,2,22,16,47,41,82,45,72,87,105,43,94,250,138
1,1,2,0,3,5,0,9,0,3,13,11,4,3,8,11,23,6,2,1,16,16,34,8,4,46,22,17,34,12,16,4,16,48,133,45,48,33,13,5,35,51,,,,66,12,2,41,40,46,84,54,16,39,85,26,127,109,34
1,2,1,1,4,2,2,15,0,3,14,8,2,11,5,6,13,7,8,2,13,10,21,11,5,28,18,12,18,7,13,1,11,46,61,52,36,20,3,9,76,34,,,,21,4,6,19,38,26,53,27,102,47,52,20,85,147,50
1,1,0,0,8,5,0,14,2,0,22,10,10,17,2,19,28,8,12,8,22,12,34,10,5,40,29,23,30,20,14,9,17,41,53,40,47,30,21,12,114,49,,,,79,19,3,40,56,36,55,50,25,46,107,15,192,115,22
0,9,0,2,6,13,6,41,0,15,12,8,3,14,11,13,37,26,13,9,23,15,60,23,23,47,148,9,38,18,13,22,13,55,25,33,54,107,17,6,77,41,,,,127,29,5,20,70,68,151,138,125,134,71,142,106,540,362
2,2,0,0,5,5,3,18,5,5,15,4,6,2,7,17,16,7,4,4,15,11,26,9,9,23,19,16,19,24,14,3,11,17,25,0,41,20,10,8,38,28,,,,70,25,6,25,51,28,77,52,23,57,92,14,92,150,58
4,1,1,1,18,11,11,20,5,10,39,8,12,26,8,21,24,17,26,8,16,32,41,19,42,76,171,32,62,17,18,123,46,23,11,26,75,128,17,10,4,29,,,,50,17,14,43,82,79,95,225,331,210,124,94,204,150,221
0,1,0,0,4,8,3,8,1,6,10,10,5,9,8,11,18,7,2,2,11,10,24,7,10,23,24,20,26,12,19,2,8,20,47,9,30,37,6,41,3,38,,,,117,3,3,15,56,51,131,85,50,46,54,66,77,79,101
0,1,0,3,8,5,1,22,1,0,5,5,2,9,4,8,24,6,3,11,18,9,22,8,18,53,60,14,21,9,10,82,16,38,44,62,27,19,9,3,29,52,,,,44,15,7,7,51,22,64,56,4,32,70,41,111,208,76
2,2,0,0,14,12,2,31,3,4,20,14,4,20,15,25,41,18,5,12,27,12,58,15,21,68,150,19,43,21,19,8,45,31,68,49,54,115,18,6,13,63,,,,63,20,15,41,91,99,149,174,79,133,146,128,248,324,387
0,3,1,8,15,11,7,18,7,11,20,25,8,16,13,23,42,16,7,18,42,14,52,22,28,65,114,8,52,29,18,63,14,23,68,11,62,127,27,24,113,135,,,,67,15,11,47,107,121,212,170,126,139,119,163,194,419,305
3,4,0,1,27,15,5,27,4,13,36,12,12,25,3,21,44,9,14,10,24,18,61,23,9,60,75,22,63,25,44,19,33,36,62,137,70,149,29,4,45,76,,,,66,11,31,60,108,95,310,149,233,249,146,89,463,305,309
2,2,0,7,14,11,8,22,5,11,25,13,7,23,14,22,45,19,9,12,21,22,49,15,26,47,59,33,35,23,17,13,30,33,34,121,57,112,18,7,19,28,,,,73,36,18,29,79,98,166,171,85,165,109,95,192,213,295
1,1,1,0,23,43,3,39,5,9,40,17,14,31,11,24,51,25,6,10,48,23,122,27,27,72,131,18,69,39,38,35,32,24,37,24,93,173,38,5,86,52,,,,191,73,7,66,98,110,196,203,247,157,124,84,172,437,319
3,2,1,6,11,4,5,12,3,10,22,6,9,17,6,27,31,11,4,9,21,17,46,10,10,46,27,17,33,12,18,6,20,52,177,67,56,76,19,30,94,54,,,,73,38,5,55,70,44,171,118,44,143,93,56,217,174,123
1,3,0,2,10,20,5,9,5,5,24,12,10,16,6,13,31,5,9,11,17,25,54,13,17,31,60,15,36,13,13,12,16,46,88,69,52,80,23,5,23,61,,,,58,35,7,40,63,59,167,148,43,113,114,79,219,237,173
2,0,0,0,13,14,5,4,4,2,29,9,15,17,5,24,62,16,19,20,34,24,50,18,2,64,18,23,44,32,38,32,47,45,159,48,73,70,46,17,78,52,,,,33,23,13,29,86,99,160,117,198,89,205,84,513,208,55
10,4,1,0,18,9,3,14,7,7,38,18,9,35,10,29,31,11,2,18,36,22,67,9,2,63,19,26,50,20,29,6,34,62,8,76,76,95,25,15,62,40,,,,60,33,16,67,113,69,142,101,44,107,114,68,401,121,176
1,1,2,8,20,8,5,24,1,2,34,6,11,20,23,34,32,14,14,18,27,24,70,16,17,50,107,14,61,17,23,83,27,34,27,59,79,99,21,2,41,21,,,,106,31,7,36,65,52,158,138,109,126,96,44,181,275,245
5,1,0,5,16,13,11,18,4,15,28,17,3,32,20,15,44,19,8,10,19,19,31,14,36,71,142,18,69,24,30,4,16,26,69,16,76,181,19,2,57,47,,,,45,17,9,44,80,78,163,186,96,230,115,110,210,375,557
0,10,0,0,21,20,4,21,1,8,25,15,4,16,11,13,40,27,26,23,29,34,88,13,24,59,49,17,54,17,26,91,33,58,119,34,79,45,19,3,32,21,,,,33,10,20,33,114,75,168,65,102,122,108,28,129,276,118
0,1,2,1,16,10,1,3,0,4,12,5,2,6,9,16,36,10,11,5,15,24,56,6,9,52,59,11,27,14,18,47,21,35,49,48,54,34,18,13,62,43,,,,119,13,10,25,60,42,104,78,22,96,111,49,186,241,90
0,2,0,1,5,1,3,8,5,3,14,5,6,13,8,11,17,12,9,3,20,13,17,10,3,36,29,9,27,9,10,7,16,47,34,54,19,36,5,4,14,23,,,,56,9,30,7,59,37,70,40,61,35,60,45,73,83,95
0,0,0,0,5,9,1,4,1,3,10,12,0,8,2,9,24,7,2,6,7,14,38,3,2,26,61,12,26,4,5,41,11,72,106,199,28,33,12,9,44,25,,,,67,5,10,21,36,34,69,54,18,48,75,16,101,166,68
0,3,0,0,11,10,5,9,4,6,14,12,6,16,7,10,25,14,11,4,19,13,26,11,5,38,37,10,40,11,14,14,16,50,117,83,24,47,10,6,21,8,,,,84,5,20,26,54,51,121,63,74,91,65,100,85,133,206
3,2,0,2,14,21,4,13,3,6,18,9,7,16,8,13,29,9,7,15,24,11,49,17,9,66,32,15,40,19,26,27,23,15,71,1,56,81,27,4,74,35,,,,118,53,11,37,64,65,166,144,146,107,102,36,231,201,95
2,2,0,1,11,17,0,22,4,6,20,20,4,20,16,18,39,14,4,12,12,19,28,20,13,66,49,17,59,18,25,8,39,27,101,51,54,91,15,2,56,55,,,,125,14,12,48,104,75,204,93,15,151,101,105,200,167,194
0,0,0,5,4,5,3,24,1,3,16,7,5,17,7,9,31,6,1,5,17,12,23,7,12,47,45,3,22,13,14,0,22,44,309,92,20,40,11,10,48,43,,,,27,5,15,7,51,42,73,64,25,59,82,54,62,272,113
0,0,0,2,17,20,5,19,6,12,33,12,4,32,11,22,39,22,14,13,42,21,52,29,6,89,122,31,79,23,20,24,32,29,104,51,62,142,31,7,35,30,,,,69,48,21,56,90,103,259,224,175,152,109,151,326,236,306
1,0,0,2,16,3,2,17,6,5,14,16,7,18,18,21,43,11,5,2,35,10,36,11,4,64,29,17,47,27,19,7,34,39,171,31,50,95,28,11,42,54,,,,50,16,30,18,86,92,151,85,111,75,143,58,301,184,105
0,0,0,0,5,1,3,8,2,3,24,3,2,8,4,18,27,4,4,6,17,15,17,8,8,31,23,6,20,17,10,10,10,40,95,114,22,22,5,31,40,46,,,,50,11,13,6,45,28,61,38,37,30,55,72,93,131,51
0,4,3,3,20,19,5,33,6,14,25,21,11,20,21,18,57,24,13,11,35,22,90,31,48,70,129,35,72,32,52,65,36,17,37,17,84,125,32,30,52,65,,,,351,75,4,38,94,88,251,207,187,176,137,127,291,437,153
4,3,2,8,19,7,7,33,4,13,43,13,6,37,6,22,45,24,12,14,35,23,78,17,13,72,90,30,70,34,33,117,34,13,62,39,85,124,19,8,68,42,,,,141,28,22,66,119,87,265,189,369,174,98,112,300,273,328
0,0,0,6,20,12,2,20,1,2,19,15,3,19,10,20,44,18,1,12,32,12,55,36,10,49,203,16,36,30,14,14,25,15,20,28,32,121,21,3,50,39,,,,69,32,8,25,100,90,190,195,311,197,89,80,146,435,492
0,2,0,2,7,10,0,6,2,2,28,13,1,16,10,21,37,6,16,10,17,18,21,7,4,52,25,15,35,13,22,67,20,45,99,82,77,20,14,13,65,62,,,,72,19,11,69,70,66,65,37,32,68,156,27,274,104,19
1,2,0,0,8,7,8,6,7,11,11,19,1,13,10,13,26,8,7,10,20,11,22,18,29,52,22,12,45,16,7,7,16,34,33,102,38,41,20,22,71,41,,,,102,12,14,32,57,59,80,100,1,108,82,36,274,250,104
0,4,1,5,8,12,2,19,1,2,11,5,2,8,3,14,24,7,8,4,16,12,46,10,16,55,71,8,47,6,18,57,12,31,20,30,42,78,15,19,20,48,,,,87,7,2,37,55,45,102,111,98,143,71,32,48,286,176
3,5,0,4,21,15,3,36,5,7,26,20,4,21,15,19,42,15,5,10,32,17,62,15,26,94,153,16,79,16,25,44,22,15,22,39,90,105,24,6,53,30,,,,173,10,0,74,102,86,219,200,85,284,137,86,123,629,340
0,1,0,3,7,14,1,10,6,6,20,10,4,14,12,19,27,17,6,10,27,17,95,19,24,53,41,9,49,19,25,37,35,26,34,51,57,66,22,5,56,46,,,,136,22,15,48,69,70,155,120,80,93,114,70,147,276,187
1,1,0,2,18,10,4,7,8,7,27,15,13,20,8,18,46,10,13,10,38,19,53,14,14,68,36,21,65,28,32,9,28,36,70,59,53,125,25,17,35,51,,,,38,13,22,41,104,113,151,124,17,158,149,106,398,291,377
4,4,0,1,17,20,5,25,6,7,27,29,19,38,29,33,67,25,6,17,46,24,73,24,11,91,310,62,96,37,57,7,26,40,135,79,78,112,42,7,33,26,,,,200,21,33,87,172,175,210,146,364,138,151,154,434,579,226
1,2,1,4,12,21,4,39,5,15,40,7,12,25,10,22,39,18,12,20,40,25,74,16,16,75,79,22,80,30,24,17,44,19,33,30,66,178,30,11,54,32,,,,91,47,17,46,112,119,288,219,112,266,93,173,312,277,334
0,0,2,2,8,6,2,23,0,2,17,2,5,15,11,15,30,6,17,5,26,10,32,12,15,27,53,9,16,12,7,30,24,35,68,78,34,45,11,8,42,66,,,,35,18,21,4,75,47,130,87,202,42,66,98,70,176,144
0,2,0,0,13,8,3,28,11,6,30,19,4,21,16,11,36,16,2,9,26,15,53,25,17,58,155,18,46,36,17,3,33,78,116,35,48,88,31,13,57,61,,,,82,44,22,21,65,86,181,97,226,121,93,175,145,272,364
0,9,1,6,12,14,7,20,7,17,28,16,6,23,19,12,43,28,8,10,32,18,120,26,31,52,152,24,51,30,25,18,28,34,120,49,54,199,16,0,45,19,,,,48,21,40,39,86,149,206,272,217,285,108,163,254,679,853
0,1,1,2,12,33,3,21,2,5,30,7,3,22,14,21,44,25,11,9,30,22,79,21,15,50,82,13,45,35,15,15,13,23,29,65,48,110,40,8,14,29,,,,35,27,7,48,84,91,134,135,39,121,96,64,155,258,283
0,1,0,2,12,12,2,7,4,6,14,18,3,12,17,19,45,16,1,12,29,13,75,14,13,82,132,25,45,18,26,7,26,32,71,42,43,161,22,7,48,31,,,,99,7,21,17,94,84,210,223,81,184,138,139,64,467,454
1,3,1,7,19,16,2,29,9,14,35,11,7,23,9,17,52,18,11,12,33,21,85,10,17,86,64,16,75,35,28,27,42,37,227,54,68,161,14,9,80,40,,,,129,44,40,60,77,89,305,248,120,176,92,130,343,298,453
0,0,0,0,12,5,1,11,2,7,17,10,6,15,8,11,23,12,7,4,18,13,24,12,12,44,34,13,39,14,18,5,21,37,107,25,36,62,13,27,51,37,,,,59,26,18,35,53,57,99,72,234,76,81,57,103,153,152
0,1,0,0,9,7,5,20,10,10,28,12,8,23,14,12,29,12,7,11,26,11,28,15,17,48,53,18,28,14,15,7,25,53,489,83,28,96,20,9,25,22,,,,53,25,33,21,62,86,143,89,242,114,95,131,106,227,399
0,2,1,0,13,6,2,13,4,5,13,13,4,8,7,12,21,8,7,10,13,8,39,13,9,62,23,17,39,16,17,2,20,34,126,59,34,50,17,8,51,43,,,,43,4,19,36,54,73,118,64,49,73,82,34,159,110,122
0,1,2,5,16,10,2,20,6,8,21,12,3,9,9,18,40,23,2,13,31,13,62,21,9,59,130,16,33,44,15,15,41,18,48,77,38,140,16,4,17,18,,,,43,46,14,14,95,106,147,167,203,94,119,104,155,463,472
2,3,2,0,17,1,5,23,2,10,22,7,6,20,5,16,28,6,6,7,17,9,52,9,11,56,42,42,51,15,24,37,15,30,44,123,47,58,11,18,68,35,,,,117,27,7,42,55,32,104,99,1,87,86,48,225,192,60
0,0,0,1,6,3,1,1,0,0,9,6,5,9,4,20,19,3,7,5,9,21,27,6,7,43,41,10,28,6,5,49,22,15,66,54,30,50,9,21,45,69,,,,36,8,9,17,48,38,118,82,17,69,108,56,106,156,53
